run_key,test_roc_auc,test_pr_auc,val_roc_auc,val_pr_auc,best_iteration,run_dir
TE_only_foldA,0.7417483858372551,0.3693079095351697,0.7494226824265163,0.3553466563099082,523,runs/20260114_225623_paper_te_lift_TE_only_10pct_foldA
A3_trailing_foldA,0.7482592740009575,0.3778589131679936,0.75381630978668,0.35880904550620246,533,runs/20260114_230020_paper_te_lift_A3_trailing_10pct_foldA
A3_event50_foldA,0.7485674855102865,0.37738749516970166,0.7551022038844333,0.3604201746122794,776,runs/20260114_231134_paper_te_lift_A3_event50_10pct_foldA
TE_only_foldB,0.7438182226233482,0.34795721219108655,0.7606902798147032,0.3655820628113552,348,runs/20260114_232615_paper_te_lift_TE_only_10pct_foldB
A3_trailing_foldB,0.7515173580876192,0.35563792498418717,0.7639810146463442,0.36749005093502457,307,runs/20260114_232903_paper_te_lift_A3_trailing_10pct_foldB
A3_event50_foldB,0.7523567621796287,0.35664107750684976,0.7638163782627103,0.36861724507837096,495,runs/20260114_233749_paper_te_lift_A3_event50_10pct_foldB
