run_key,test_roc_auc,test_pr_auc,val_roc_auc,val_pr_auc,best_iteration,run_dir
A3_event50_foldA,0.7486389273944882,0.37843702995270967,0.7546349667113824,0.3594663863032987,781,runs/20251221_064852_paper_full_grid_10pct_A3_event50_foldA
A3_event50_foldB,0.7524491814824986,0.35744831609221367,0.7643336940400207,0.3694710547195793,418,runs/20251221_065648_paper_full_grid_10pct_A3_event50_foldB
A3_trailing_foldA,0.7483079780328299,0.37874918169021443,0.7536381692238925,0.3590027754697106,476,runs/20251221_055523_paper_full_grid_10pct_A3_trailing_foldA
A3_trailing_foldB,0.7519771239999959,0.35629291603529206,0.7642582137370539,0.3683299548479239,397,runs/20251221_060137_paper_full_grid_10pct_A3_trailing_foldB
TE_only_foldA,0.7417483858372551,0.3693079095351697,0.7494226824265163,0.3553466563099082,523,runs/20251222_040821_paper_teonly_10pct_foldA
TE_only_foldB,0.7438182226233482,0.34795721219108655,0.7606902798147032,0.3655820628113552,348,runs/20251222_041044_paper_teonly_10pct_foldB
