run_key,test_roc_auc,test_pr_auc,val_roc_auc,val_pr_auc,best_iteration
A3_event50_foldA,0.7486389273944882,0.3784370299527096,0.7546349667113824,0.3594663863032987,781
A3_event50_foldB,0.7524491814824986,0.3574483160922136,0.7643336940400207,0.3694710547195793,418
A3_trailing_foldA,0.7483079780328299,0.3787491816902144,0.7536381692238925,0.3590027754697106,476
A3_trailing_foldB,0.7519771239999959,0.356292916035292,0.7642582137370539,0.3683299548479239,397
TE_only_foldA,0.7417483858372551,0.3693079095351697,0.7494226824265163,0.3553466563099082,523
TE_only_foldB,0.7438182226233482,0.3479572121910865,0.7606902798147032,0.3655820628113552,348
